Scraping time;Link;Price;Availability;Rozšířená záruka;Úhlopříčka;Typ rozlišení;Rozlišení;Typ panelu;Obnovovací frekvence;Odezva;Maximální jas;Barevná hloubka;Kontrast;Konstrukce;Typ připojení;Další připojení;Kabely v balení;Hlavní funkce;Další funkce;Barva;Šířka;Výška;Hloubka;Hmotnost;Spotřeba v SDR režimu;Energetická třída v SDR režimu;Typická spotřeba;Stand-by spotřeba (pohotovostní);Země;Povrch displeje;Poměr stran;HDMI;DisplayPort;USB-C;USB;Barevné pokrytí (sRGB);Maximální výkon Power Delivery;VESA uchycení;Synchronizace obrazu;Spotřeba v HDR režimu;Energetická třída v HDR režimu;Maximální spotřeba;Barevné pokrytí (Adobe RGB);VGA;Třída energetické účinnosti;Aplikace;Thunderbolt / USB 4;Provozní čas;Provozní teplota (min.);Provozní teplota (max.);Relativní vlhkost (min.);Relativní vlhkost (max.);mini DisplayPort;DVI;Maximální rozlišení;Obnovovací frekvence panelu;Technologie;Další vlastnosti obrazu;Podporované HDR standardy;Operační systém;Typ;Modelový rok;SMART funkce;Kompatibilita s hlasovým asistentem;Multimediální funkce;Herní funkce;Bezdrátové připojení;Vstupy a výstupy;Typ tuneru;Výška bez podstavce;Šířka podstavce / rozteč nožiček;Ovladač v balení;Hloubka bez podstavce;Úhlopříčka displeje;Platforma;Konektivita;Obnovovací frekvence displeje;Typ grafické karty;Konvertibilita;Optická mechanika;Výška maximální;Podsvícení
2023-11-17 16:22:00;https://www.alza.cz/22-samsung-s31c-d7654614.htm#parametry;2 290;Skladem > 5 ks;Bez rozšířené záruky;"22"" (55,88 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;;1000:1;Rovná;HDMI 1.4, VGA;;HDMI;Flicker-free, Filtr modrého světla;;Černá;48,9 cm;39,4 cm;21,8 cm;2,4 kg;12 kWh/1000h;D;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;;;;;;100×100;FreeSync;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:01;https://www.alza.cz/27-samsung-s27r650-d5761115.htm#parametry;4 490;Skladem > 5 ks;;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;USB 2.0, Sluchátkový výstup;HDMI, USB;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;61,23 cm;53,9 cm;23,8 cm;6,4 kg;24 kWh/1000h;F;24 W;0,3 W;;Matný;16:9;1 ×;1 ×;;4 ×;;;100×100;FreeSync;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:03;https://www.alza.cz/34-hp-e34m-d7007957.htm#parametry;13 890;Skladem > 5 ks;;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;VA;75 Hz;;400 cd/m2;;3000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0, USB-C;;HDMI;Reproduktory, Nastavitelná výška, Filtr modrého světla;Webkamera, Power Delivery;Černá;80,83 cm;54,32 cm;23,3 cm;12 kg;32 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;21:9;1 ×;1 ×;1 ×;4 ×;99 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:04;https://www.alza.cz/24-ultragear-24gq50f-d7804599.htm#parametry;3 190;Skladem > 5 ks;;"24"" (60,96 cm)";Full HD;1920 × 1080 px;VA;165 Hz;1 ms;250 cd/m2;8 bit;3000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;DisplayPort;Flicker-free, Filtr modrého světla;;Černá;24 cm;41,4 cm;19,6 cm;3,57 kg;17 kWh/1000h;E;24 W;;;Antireflexní;16:9;2 ×;1 ×;;;;;100×100;FreeSync;;;27 W;72 %;;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:07;https://www.alza.cz/31-5-aoc-q32v4-d6424425.htm#parametry;5 089;Skladem > 5 ks;Prodloužená záruka;"31,5"" (80,01 cm)";Quad HD;2560 × 1440 px;IPS;75 Hz;4 ms;250 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4;Sluchátkový výstup;;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;73,02 cm;53,11 cm;20,99 cm;6,8 kg;32 kWh/1000h;F;47 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;;102 %;;100×100;G-Sync kompatibilní;33 kWh/1000h;F;47 W;75 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:08;https://www.alza.cz/55-nec-multisync-e558-d6740819.htm#parametry;18 290;Skladem > 5 ks;Prodloužená záruka;"55"" (139,7 cm)";4K;3840 × 2160 px;IPS;60 Hz;0,08 ms;350 cd/m2;10 bit;1200:1;Rovná;HDMI 1.4, HDMI 2.1, VGA;RJ-45 (LAN), USB 2.0, Sluchátkový výstup;HDMI;Reproduktory, HDR, Flicker-free, Filtr modrého světla;Automatická regulace jasu, Power Delivery, Senzor přítomnosti;Černá;123,86 cm;71,77 cm;7,2 cm;12,5 kg;76 kWh/1000h;G;;;;Lesklý;16:9;3 ×;;1 ×;1 ×;;;400×200;;92 kWh/1000h;G;;;1 ×;;;;16 h/den;0 °C;40 °C;10 %;80 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:09;https://www.alza.cz/14-verbatim-pm-14-d7655792.htm#parametry;3 390;Skladem;Bez rozšířené záruky;"14"" (35,56 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;6 ms;300 cd/m2;;1200:1;Přenosná;HDMI 1.4, USB-C;USB 2.0, Sluchátkový výstup;HDMI, USB-C, USB;Reproduktory, HDR, Filtr modrého světla;Power Delivery;Černá;32,9 cm;20,9 cm;6 cm;0,76 kg;7 kWh/1000h;A;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;;2 ×;1 ×;;;;FreeSync;7 kWh/1000h;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:10;https://www.alza.cz/27-philips-272e1gaj-00-gaming-d6219684.htm#parametry;3 989;Skladem 5 ks;Prodloužená záruka;"27"" (68,58 cm)";Full HD;1920 × 1080 px;VA;144 Hz;1 ms;350 cd/m2;8 bit;3000:1;Rovná;DisplayPort 1.2, HDMI 1.4;Sluchátkový výstup;HDMI, DisplayPort;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;61,3 cm;46,1 cm;20,5 cm;4,07 kg;21 kWh/1000h;E;28 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný, Antireflexní;16:9;1 ×;1 ×;;;121,9 %;;100×100;FreeSync;;;28 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:12;https://www.alza.cz/27-eizo-flex-scan-ev2781-wt-d7504013.htm#parametry;11 990;Skladem;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;5 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.3, HDMI 1.4, USB-C;USB 3.2 Gen 1 (USB 3.0);;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Automatická regulace jasu, Senzor přítomnosti;Bílá;61,1 cm;54,5 cm;23 cm;8,5 kg;17 kWh/1000h;D;;;;Antireflexní;16:9;1 ×;1 ×;1 ×;;100 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:13;https://www.alza.cz/49-samsung-odyssey-oled-g9-d7871198.htm#parametry;39 990;Skladem > 5 ks;;"49"" (124,46 cm)";Quad HD;5120 × 1440 px;QD-OLED;240 Hz;0,03 ms;250 cd/m2;;1000000:1;Prohnutá;DisplayPort 1.4, HDMI 2.1, USB-C, Micro HDMI;;DisplayPort;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), SMART;Stříbrná;119,47 cm;52,93 cm;23,69 cm;12,9 kg;75 kWh/1000h;G;;;;;32:9;1 ×;1 ×;;3 ×;99 %;220 W;;FreeSync;83 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:14;https://www.alza.cz/30-xiaomi-curved-gaming-monitor-d7774603.htm#parametry;5 999;Skladem > 5 ks;;"30"" (76,2 cm)";Full HD;2560 × 1080 px;VA;200 Hz;4 ms;300 cd/m2;8 bit;3000:1;Prohnutá;DisplayPort 1.2, HDMI 1.4, HDMI 2.1;Audio vstup;DisplayPort;Filtr modrého světla;Obraz v obraze (PiP);Černá;70,67 cm;43,85 cm;20,19 cm;4,88 kg;;;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;21:9;2 ×;1 ×;;;99 %;;;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:15;https://www.alza.cz/23-8-dell-p2422he-d6548525.htm#parametry;5 089;Skladem > 5 ks;;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;60 Hz;5 ms;250 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;;DisplayPort, USB-C;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá, Stříbrná;53,78 cm;49,6 cm;17,96 cm;6 kg;15 kWh/1000h;D;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;1 ×;4 ×;99 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:16;https://www.alza.cz/23-8-philips-242v8la-d7389553.htm#parametry;2 490;Skladem 3 ks;Prodloužená záruka;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;VA;75 Hz;4 ms;250 cd/m2;8 bit;3000:1;Rovná;DisplayPort 1.2, HDMI 1.4, VGA;Sluchátkový výstup;HDMI;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;54 cm;41,6 cm;22 cm;3 kg;13,59 kWh/1000h;E;16,3 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;1 ×;;;;;100×100;G-Sync kompatibilní;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:18;https://www.alza.cz/34-gigabyte-m34wq-d6835152.htm#parametry;12 290;Skladem > 5 ks;;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;IPS;144 Hz;1 ms;400 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;;HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Černá;81,77 cm;54,88 cm;24,43 cm;10,22 kg;32 kWh/1000h;G;;;;Matný;21:9;2 ×;1 ×;1 ×;2 ×;117 %;;100×100;FreeSync;67 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:19;https://www.alza.cz/27-asus-vg279qm-gaming-hdr-d5775616.htm#parametry;7 190;Skladem > 5 ks;Prodloužená záruka;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;280 Hz;1 ms;400 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;DisplayPort;Reproduktory, Nastavitelná výška, HDR, Pivot, Flicker-free;;Černá;61,9 cm;36,3 cm;21,1 cm;5,6 kg;22 kWh/1000h;E;26 W;0,5 W;;Matný;16:9;1 ×;1 ×;;;;;100×100;G-Sync kompatibilní;33 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:20;https://www.alza.cz/32-gigabyte-m32u-d6698069.htm#parametry;17 590;Skladem > 5 ks;;"32"" (81,28 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;350 cd/m2;10 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1, USB-C;;;Reproduktory, Nastavitelná výška, HDR, Flicker-free;;Černá;71,53 cm;58,53 cm;24,43 cm;10,35 kg;33 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;1 ×;2 ×;123 %;;;;80 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:22;https://www.alza.cz/24-aoc-24g2ze-d6635591.htm#parametry;4 490;Skladem > 5 ks;Prodloužená záruka;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;240 Hz;;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;HDMI, DisplayPort;Flicker-free, Filtr modrého světla;;Černá;53,92 cm;43,98 cm;22,74 cm;4,42 kg;22 kWh/1000h;F;25 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;105 %;;100×100;FreeSync;22 kWh/1000h;F;25 W;74 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:23;https://www.alza.cz/23-8-acer-cb242ybmiprx-d5667443.htm#parametry;2 790;Skladem > 5 ks;;"23,8"" (60,45 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;1 ms;250 cd/m2;6 bit;1000:1;Rovná;DisplayPort, DisplayPort 1.2, HDMI 1.4, VGA;Sluchátkový výstup;HDMI;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;54 cm;37,9 cm;23,3 cm;4,29 kg;18 kWh/1000h;E;16 W;0,5 W;;Matný;16:9;1 ×;1 ×;;;;;100×100;FreeSync;;;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:24;https://www.alza.cz/27-philips-27m2c5500w-gaming-d7612488.htm#parametry;8 859;Skladem > 5 ks;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;VA;240 Hz;1 ms;400 cd/m2;8 bit;3000:1;Prohnutá;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;;Černá;60,6 cm;52,7 cm;23 cm;6,25 kg;25,9 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;2 ×;;4 ×;119 %;;100×100;FreeSync;;;;98,5 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:26;https://www.alza.cz/32-philips-325b1l-00-d6304435.htm#parametry;6 389;Skladem > 5 ks;Prodloužená záruka;"32"" (81,28 cm)";Quad HD;2560 × 1440 px;IPS;75 Hz;4 ms;250 cd/m2;10 bit;1200:1;Rovná;DisplayPort 1.2, HDMI 1.4;Sluchátkový výstup, USB 3.2 Gen 2 (USB 3.1);;Reproduktory, Pivot, Flicker-free, Filtr modrého světla;Automatická regulace jasu, Senzor přítomnosti;Černá;73 cm;62 cm;25 cm;10,7 kg;38 kWh/1000h;G;40,3 W;0,3 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;4 ×;101,7 %;;100×100;;;;;88 %;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:27;https://www.alza.cz/32-samsung-odyssey-g70b-d7625015.htm#parametry;21 990;Skladem > 5 ks;Bez rozšířené záruky;"32"" (81,28 cm)";4K;3840 × 2160 px;IPS;144 Hz;1 ms;350 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.1;RJ-45 (LAN), Sluchátkový výstup, WiFi, USB 3.2 Gen 1 (USB 3.0);DisplayPort;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;Automatická regulace jasu, SMART;Černá;71,5 cm;60,3 cm;31,1 cm;8,3 kg;33 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;2 ×;1 ×;;2 ×;;;100×100;G-Sync kompatibilní;33 kWh/1000h;G;;;;;O2 TV, YouTube, NETFLIX, Voyo, Disney+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:28;https://www.alza.cz/32-samsung-s80a-d6659715.htm#parametry;8 990;Skladem > 5 ks;Prodloužená záruka;"32"" (81,28 cm)";4K;3840 × 2160 px;VA;60 Hz;5 ms;300 cd/m2;;2500:1;Rovná;DisplayPort 1.2, HDMI 2.0;USB 2.0, Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, USB;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP), Automatická regulace jasu;Černá;71,7 cm;58,1 cm;21,2 cm;7 kg;37 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;;4 ×;99 %;;100×100;FreeSync;51 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:29;https://www.alza.cz/27-hp-e27m-g4-d7007959.htm#parametry;10 099;Skladem > 5 ks u dodavatele;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;75 Hz;;;;1000:1;Rovná;HDMI 1.4, USB-C;;HDMI, USB;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Webkamera, Power Delivery;Černá;61,28 cm;55,1 cm;21,6 cm;8,5 kg;24 kWh/1000h;F;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;1 ×;;1 ×;4 ×;99 %;65 W;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:31;https://www.alza.cz/asus-va24ehe-d5753831.htm#parametry;2 499;Skladem > 5 ks;Prodloužená záruka;"24"" (60,96 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;5 ms;250 cd/m2;8 bit;1000:1;Rovná;DVI, HDMI 1.4, VGA;;HDMI;Flicker-free, Filtr modrého světla;;Černá;54 cm;32,4 cm;20,3 cm;3,57 kg;18 kWh/1000h;E;13,2 W;0,5 W;;Matný;16:9;;;;;;;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:32;https://www.alza.cz/27-benq-pd2705q-d5889577.htm#parametry;7 790;Skladem;Prodloužená záruka;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;60 Hz;5 ms;300 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);DisplayPort, USB-C, USB;Reproduktory, HDR, Flicker-free, Filtr modrého světla;;Šedá;61,4 cm;54,9 cm;23 cm;5,7 kg;23 kWh/1000h;F;24 W;;;Matný;16:9;1 ×;1 ×;1 ×;4 ×;100 %;;;;31 kWh/1000h;G;;;1 ×;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:33;https://www.alza.cz/32-viewsonic-vx3218-pc-mhd-gaming-d6341326.htm#parametry;4 590;Skladem;Bez rozšířené záruky;"32"" (81,28 cm)";Full HD;1920 × 1080 px;VA;165 Hz;1 ms;250 cd/m2;8 bit;4000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0;Sluchátkový výstup;DisplayPort;Reproduktory, Flicker-free, Filtr modrého světla;;Černá;70,9 cm;51,3 cm;22,8 cm;4,9 kg;32 kWh/1000h;F;33 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;16:9;2 ×;1 ×;;;103 %;;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:34;https://www.alza.cz/34-asus-tuf-vg34vql1b-d6298509.htm#parametry;9 499;Skladem > 5 ks;Prodloužená záruka;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;VA;165 Hz;1 ms;550 cd/m2;8 bit;4000:1;Prohnutá;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, DisplayPort, USB;Reproduktory, Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;Obraz v obraze (PiP);Černá;80,7 cm;53,9 cm;27,8 cm;9,01 kg;40 kWh/1000h;G;35 W;0,5 W;;Matný;21:9;2 ×;2 ×;;4 ×;120 %;;100×100;FreeSync;73 kWh/1000h;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:36;https://www.alza.cz/26-5-asus-rog-swift-oled-pg27aqdm-d7697078.htm#parametry;22 590;Skladem;Prodloužená záruka;"26,5"" (67,31 cm)";Quad HD;2560 × 1440 px;OLED;240 Hz;;450 cd/m2;10 bit;;Rovná;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup, USB 3.2 Gen 2×2;HDMI, DisplayPort, USB;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;60,5 cm;35,1 cm;5 cm;6,9 kg;;;38 W;0,5 W;;Matný;16:9;2 ×;1 ×;;2 ×;135 %;;100×100;G-Sync kompatibilní;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:37;https://www.alza.cz/27-iiyama-prolite-xub2793hs-b5-d7637060.htm#parametry;3 190;Skladem;;"27"" (68,58 cm)";Full HD;1920 × 1080 px;IPS;75 Hz;4 ms;300 cd/m2;;1000:1;Rovná;DisplayPort 1.4, HDMI 2.0;Sluchátkový výstup;HDMI;Reproduktory, Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;;Černá;61,2 cm;39,85 cm;20,95 cm;6,7 kg;19 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;;;96 %;;100×100;FreeSync;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:38;https://www.alza.cz/27-samsung-s60ua-d6488402.htm#parametry;5 490;Skladem > 5 ks;;"27"" (68,58 cm)";Quad HD;2560 × 1440 px;IPS;75 Hz;5 ms;300 cd/m2;;1000:1;Rovná;DisplayPort 1.2, HDMI 1.4, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);HDMI, USB-C;Nastavitelná výška, HDR, Pivot, Flicker-free, Filtr modrého světla;;Černá;61,6 cm;55,2 cm;19,7 cm;6,7 kg;21 kWh/1000h;E;21 W;0,5 W;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:9;1 ×;1 ×;1 ×;3 ×;;;100×100;FreeSync;32 kWh/1000h;G;21 W;;;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:40;https://www.alza.cz/34-msi-mag342cqpv-d7469022.htm#parametry;6 990;Skladem > 5 ks;Bez rozšířené záruky;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;VA;100 Hz;1 ms;250 cd/m2;8 bit;3000:1;Prohnutá;DisplayPort 1.2, HDMI 1.4, HDMI 2.0;Sluchátkový výstup;;Nastavitelná výška, Flicker-free;;Černá;87,06 cm;40,25 cm;26,96 cm;6,92 kg;39 kWh/1000h;G;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Antireflexní;21:9;2 ×;1 ×;;;110 %;;75×75;FreeSync;;;;87 %;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:41;https://www.alza.cz/34-samsung-s65ua-d6435900.htm#parametry;8 990;Skladem;;"34"" (86,36 cm)";Ultra Wide QHD;3440 × 1440 px;VA;100 Hz;5 ms;300 cd/m2;;4000:1;Prohnutá;DisplayPort 1.2, HDMI 2.0, USB-C;Sluchátkový výstup, USB 3.2 Gen 1 (USB 3.0);;Nastavitelná výška, HDR, Flicker-free, Filtr modrého světla;;Černá;80,66 cm;55,33 cm;23,49 cm;7,6 kg;35 kWh/1000h;G;35 W;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;21:9;1 ×;1 ×;1 ×;3 ×;;;100×100;FreeSync;38 kWh/1000h;G;35 W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2023-11-17 16:22:42;https://www.alza.cz/24-dell-ultrasharp-u2421e-d6217953.htm#parametry;6 990;Skladem > 5 ks;;"24"" (60,96 cm)";Full HD;1920 × 1200 px;IPS;60 Hz;8 ms;350 cd/m2;8 bit;1000:1;Rovná;DisplayPort 1.4, HDMI 1.4, USB-C;RJ-45 (LAN), Sluchátkový výstup;DisplayPort, USB-C, USB;Nastavitelná výška, Pivot, Flicker-free, Filtr modrého světla;Power Delivery;Stříbrná;53,08 cm;51,07 cm;17,3 cm;6,1 kg;17 kWh/1000h;E;;;Česko, Slovensko, Maďarsko, Německo, Rusko, Rakousko, Chorvatsko, Francie, Polsko, Rumunsko, Slovinsko;Matný;16:10;1 ×;1 ×;2 ×;3 ×;99 %;90 W;100×100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
